priority,complexity,task_type,assignee_load,project_velocity,team_size,days_in_backlog,inventory_blocked,inventory_delay_days,num_dependencies,dependency_delay,day_of_week,sprint_day,team_type,actual_days_to_complete
2,3.0,3,10.0,20.02,2,0,0,0.0,1,0.94,4,8,structured,13.2
2,2.0,0,15.0,2.3,13,4,0,0.0,4,8.06,2,9,chaotic,20.1
1,1.0,3,0.0,6.25,4,3,0,0.0,3,3.34,2,7,chaotic,7.2
2,5.0,2,3.0,3.52,14,1,0,0.0,1,0.54,1,6,structured,3.6
3,8.0,1,10.0,1.89,11,6,0,0.0,4,5.77,3,5,chaotic,23.6
1,2.0,3,3.0,13.55,7,5,0,0.0,2,2.83,2,7,chaotic,7.3
0,3.0,2,6.0,13.25,7,0,0,0.0,5,4.2,1,8,structured,7.7
1,2.0,1,4.0,13.9,11,22,1,14.0,2,4.13,2,1,structured,22.8
2,3.0,0,8.0,16.55,13,13,0,0.0,2,2.26,0,3,structured,5.8
1,5.0,0,12.0,6.12,2,8,1,0.0,0,0.0,0,0,structured,37.3
3,3.0,3,12.0,15.72,2,5,0,0.0,1,1.44,4,5,structured,11.8
2,5.0,0,8.0,23.03,13,9,0,0.0,3,7.58,2,2,structured,10.6
2,3.0,0,7.0,17.98,7,1,0,0.0,1,1.18,4,3,structured,10.5
2,5.0,0,9.0,17.52,8,3,1,23.0,0,0.0,2,3,structured,24.2
1,1.0,1,1.0,7.56,2,28,0,0.0,1,1.25,4,0,structured,8.1
2,5.0,1,8.0,27.11,5,0,0,0.0,3,3.08,2,0,chaotic,10.8
0,3.0,3,4.0,17.76,10,20,0,0.0,2,2.38,3,7,chaotic,8.2
2,5.0,1,14.0,26.19,14,12,0,0.0,4,7.17,3,4,structured,17.1
3,8.0,2,2.0,1.45,3,3,1,3.0,5,16.14,1,3,structured,399.133961385751
2,5.0,1,0.0,1.09,7,20,0,0.0,0,0.0,3,4,chaotic,9.2
3,5.0,1,15.0,15.19,12,14,0,0.0,0,0.0,0,1,structured,4.7
1,5.0,0,2.0,27.1,13,17,0,0.0,1,0.88,3,6,structured,3.1
2,5.0,0,8.0,5.54,8,9,0,0.0,0,0.0,2,9,structured,5.0
2,5.0,2,6.0,3.9,7,4,0,0.0,5,14.27,0,8,chaotic,25.1
2,2.0,2,4.0,14.38,13,10,1,14.0,4,8.69,1,2,structured,24.1
0,2.0,1,7.0,5.88,15,21,1,23.0,4,7.89,4,9,structured,44.3
1,2.0,3,11.0,6.38,12,2,1,9.0,5,11.84,2,2,structured,74.1
2,3.0,2,1.0,16.1,11,13,0,0.0,4,11.78,4,6,structured,71.87985708860589
0,3.0,0,10.0,6.03,11,7,0,0.0,4,7.03,3,2,structured,10.5
2,3.0,1,14.0,3.09,11,4,0,0.0,0,0.0,4,9,structured,5.4
2,3.0,2,4.0,8.14,9,0,0,0.0,5,14.71,3,6,chaotic,19.5
3,5.0,2,10.0,7.45,3,1,1,13.0,4,4.94,0,2,structured,19.2
1,2.0,0,14.0,6.45,14,43,0,0.0,0,0.0,3,3,structured,4.9
3,3.0,0,14.0,15.18,12,14,0,0.0,0,0.0,2,5,structured,20.1
0,3.0,1,10.0,7.04,6,7,0,0.0,4,5.16,4,0,structured,17.8
1,3.0,0,8.0,19.67,9,3,1,10.0,2,2.41,4,8,chaotic,16.2
2,2.0,0,12.0,12.33,3,10,1,11.0,1,1.03,2,5,structured,15.1
0,2.0,1,8.0,10.06,12,36,1,9.0,0,0.0,4,9,structured,13.7
0,1.0,1,2.0,19.85,7,15,0,0.0,2,3.8,4,6,structured,11.1
0,3.0,0,13.0,24.59,14,0,1,29.0,1,1.28,1,9,chaotic,27.0
2,8.0,1,4.0,16.91,5,0,1,30.0,1,1.17,1,5,chaotic,120.91849895743565
2,3.0,0,11.0,5.88,11,14,0,0.0,5,12.37,4,8,structured,16.8
1,2.0,1,10.0,21.32,6,0,1,19.0,1,1.84,3,6,structured,25.4
1,8.0,2,5.0,4.32,8,3,0,0.0,4,5.13,2,0,structured,14.2
2,2.0,2,12.0,6.23,6,11,0,0.0,3,6.72,4,5,structured,9.1
1,5.0,0,10.0,23.4,13,0,0,0.0,0,0.0,0,7,structured,13.6
2,8.0,2,11.0,5.23,4,8,0,0.0,0,0.0,3,9,structured,6.3
3,3.0,2,15.0,3.04,12,2,0,0.0,4,9.75,4,1,structured,26.9
2,3.0,1,4.0,4.94,2,1,0,0.0,3,6.41,4,6,structured,10.0
3,3.0,3,12.0,21.61,12,29,0,0.0,2,2.22,1,8,structured,6.4
2,13.0,0,0.0,20.15,8,4,0,0.0,2,4.89,4,3,structured,16.0
2,3.0,0,11.0,16.76,14,20,0,0.0,1,1.0,1,1,structured,27.2
1,3.0,2,2.0,21.47,7,0,0,0.0,5,14.76,0,9,structured,16.5
0,3.0,1,3.0,7.2,3,7,0,0.0,1,0.77,4,7,structured,8.9
2,5.0,1,3.0,12.57,11,27,1,17.0,1,1.07,4,3,structured,201.71276314754155
0,3.0,0,13.0,15.68,8,24,0,0.0,2,1.32,3,8,structured,5.7
3,3.0,0,5.0,3.14,2,7,1,19.0,0,0.0,4,0,structured,25.6
2,3.0,0,6.0,10.77,3,23,0,0.0,1,1.17,1,1,structured,7.1
3,13.0,0,5.0,6.89,8,2,0,0.0,3,7.24,0,2,structured,37.18277414457319
1,2.0,3,9.0,19.59,12,20,0,0.0,5,12.18,3,0,structured,38.1
1,8.0,0,14.0,3.39,15,12,0,0.0,0,0.0,1,7,chaotic,10.0
2,3.0,2,10.0,17.51,8,2,0,0.0,4,3.15,0,7,structured,7.9
1,1.0,0,1.0,14.9,15,15,0,0.0,1,1.75,1,4,structured,3.4
2,5.0,1,8.0,16.77,12,1,0,0.0,5,8.02,2,5,structured,86.6
2,3.0,3,1.0,22.87,9,2,1,15.0,4,8.04,3,8,structured,48.0
3,5.0,0,8.0,14.56,3,17,0,0.0,0,0.0,1,3,structured,106.15328666203509
2,13.0,0,3.0,7.2,13,4,0,0.0,4,3.51,1,4,structured,11.1
1,5.0,2,11.0,4.2,10,10,1,8.0,0,0.0,2,3,structured,12.3
1,8.0,0,14.0,25.48,13,0,0,0.0,2,4.76,4,0,structured,16.0
2,3.0,0,3.0,6.49,3,10,0,0.0,3,2.69,1,0,structured,27.3
1,3.0,3,15.0,24.8,15,8,0,0.0,5,8.48,2,3,structured,25.0
1,3.0,1,4.0,3.82,6,15,0,0.0,3,7.71,3,7,structured,7.4
1,5.0,1,4.0,5.48,7,3,0,0.0,4,4.13,0,8,structured,11.0
1,1.0,0,2.0,14.48,9,15,1,21.0,4,9.25,3,8,structured,23.6
2,3.0,0,0.0,7.11,2,15,0,0.0,0,0.0,0,2,structured,2.8
1,1.0,1,9.0,2.35,11,5,0,0.0,3,3.61,3,1,structured,5.4
2,3.0,1,6.0,2.45,5,7,0,0.0,0,0.0,4,6,structured,7.4
1,1.0,0,1.0,7.0,9,11,0,0.0,0,0.0,3,5,structured,2.3
2,2.0,2,9.0,22.25,9,6,0,0.0,5,6.83,2,0,chaotic,10.8
1,5.0,2,8.0,10.27,12,3,0,0.0,4,10.1,3,7,structured,19.0
3,8.0,1,6.0,3.54,13,2,0,0.0,0,0.0,2,6,chaotic,11.8
0,2.0,1,14.0,4.12,4,11,0,0.0,4,3.46,4,3,structured,15.4
2,8.0,1,6.0,4.37,13,17,0,0.0,5,7.45,0,1,structured,16.8
1,2.0,2,8.0,17.13,10,7,0,0.0,4,9.65,2,9,structured,13.9
1,5.0,0,10.0,20.73,14,8,1,11.0,2,3.32,2,5,chaotic,19.3
1,2.0,2,14.0,6.87,7,18,1,14.0,4,7.73,3,2,structured,27.1
2,5.0,1,8.0,11.83,9,20,1,13.0,5,9.74,1,6,chaotic,63.1
3,5.0,3,7.0,2.43,4,0,0,0.0,2,4.77,1,9,structured,21.4
1,1.0,3,4.0,17.43,6,5,1,25.0,1,1.67,1,7,structured,99.0
1,3.0,0,2.0,13.73,13,25,0,0.0,0,0.0,4,1,structured,6.0
2,8.0,1,1.0,5.08,12,29,0,0.0,1,0.99,3,4,chaotic,12.0
2,3.0,1,12.0,5.76,15,20,0,0.0,5,4.34,4,0,structured,18.6
1,2.0,1,11.0,13.12,14,7,0,0.0,3,6.33,3,4,chaotic,7.1
2,5.0,2,5.0,28.43,5,7,0,0.0,4,4.45,0,4,structured,9.7
2,8.0,0,15.0,18.09,6,2,1,20.0,0,0.0,3,9,structured,23.2
2,2.0,1,15.0,15.13,4,5,0,0.0,3,2.74,4,0,structured,12.7
1,1.0,3,9.0,18.51,9,3,0,0.0,1,1.82,4,9,structured,5.0
1,2.0,3,4.0,20.65,12,12,0,0.0,0,0.0,2,7,chaotic,5.3
1,2.0,0,8.0,14.84,13,2,0,0.0,4,10.33,1,3,structured,16.0
2,5.0,3,13.0,7.54,15,2,0,0.0,1,0.52,2,7,chaotic,31.7
1,1.0,0,8.0,10.39,6,4,0,0.0,5,9.83,3,7,structured,10.8
2,3.0,1,8.0,3.18,7,31,0,0.0,1,1.44,0,0,chaotic,10.8
2,8.0,0,8.0,6.2,10,9,0,0.0,3,7.82,4,8,chaotic,17.1
2,8.0,1,13.0,18.02,13,15,0,0.0,0,0.0,3,0,structured,9.8
0,3.0,0,6.0,20.36,15,7,0,0.0,1,0.7,2,5,structured,23.9
1,2.0,0,2.0,5.3,4,10,0,0.0,4,9.49,2,4,chaotic,13.4
1,8.0,1,8.0,4.3,6,8,1,14.0,5,8.38,0,4,structured,47.9
2,8.0,3,10.0,20.28,5,3,0,0.0,2,2.13,4,9,structured,12.5
3,5.0,1,14.0,16.2,5,5,0,0.0,1,1.77,4,0,chaotic,13.7
1,2.0,2,1.0,20.14,3,5,0,0.0,1,1.34,1,8,structured,3.3
3,5.0,1,8.0,17.02,10,15,0,0.0,3,5.17,3,8,chaotic,13.6
1,3.0,1,12.0,15.95,11,13,0,0.0,2,4.34,2,3,chaotic,11.7
1,3.0,0,11.0,15.51,8,32,1,20.0,4,11.59,0,1,structured,52.7
0,5.0,0,3.0,2.39,10,6,0,0.0,1,1.46,2,3,structured,7.6
2,13.0,1,3.0,24.09,11,2,0,0.0,2,4.35,3,7,structured,20.4
1,3.0,3,6.0,11.97,11,18,0,0.0,3,4.73,0,7,structured,13.7
1,3.0,0,2.0,15.6,15,10,0,0.0,1,1.86,2,6,chaotic,6.4
2,13.0,1,8.0,18.81,4,32,1,29.0,2,3.89,2,3,structured,54.6
2,3.0,2,12.0,2.82,15,29,0,0.0,1,1.87,2,9,structured,62.4
0,1.0,3,7.0,20.16,3,2,1,10.0,5,14.55,4,7,structured,43.0
0,3.0,0,11.0,13.94,2,3,0,0.0,2,2.54,2,0,structured,26.1
2,3.0,3,12.0,13.38,9,0,0,0.0,1,1.83,0,0,structured,5.5
1,2.0,1,14.0,3.77,8,10,0,0.0,1,1.32,2,7,chaotic,7.4
1,2.0,1,11.0,1.88,9,17,0,0.0,5,13.72,3,8,structured,28.7
2,5.0,2,3.0,11.85,15,5,0,0.0,2,3.85,4,6,structured,10.1
1,1.0,0,2.0,23.07,7,6,0,0.0,1,1.89,2,1,structured,3.1
2,3.0,2,15.0,4.2,13,25,0,0.0,2,3.83,1,8,structured,5.8
1,1.0,1,12.0,5.45,11,5,0,0.0,5,12.81,0,3,structured,21.2
1,3.0,2,13.0,3.89,2,0,0,0.0,2,4.91,1,7,structured,14.7
1,5.0,2,6.0,4.2,7,35,0,0.0,4,10.93,3,7,structured,21.7
1,13.0,1,2.0,5.55,3,0,1,7.0,1,1.42,2,2,chaotic,34.8
0,2.0,0,9.0,19.52,13,39,1,30.0,5,13.18,1,2,structured,52.0
1,2.0,0,10.0,22.8,7,19,0,0.0,4,5.35,4,7,structured,9.0
3,8.0,2,3.0,4.69,12,3,0,0.0,5,10.72,4,9,structured,19.0
2,2.0,1,7.0,11.48,3,0,1,22.0,1,1.97,3,6,structured,24.5
1,3.0,2,6.0,16.58,6,10,0,0.0,2,1.87,2,3,chaotic,12.4
2,8.0,1,4.0,25.15,13,0,0,0.0,1,1.84,3,3,structured,8.5
2,5.0,1,13.0,15.44,14,2,0,0.0,2,3.98,2,5,structured,66.44645765367893
2,2.0,2,7.0,7.82,2,9,0,0.0,1,0.93,1,7,chaotic,5.1
1,1.0,2,14.0,21.23,8,8,0,0.0,1,1.92,4,8,structured,6.6
1,3.0,1,0.0,4.34,14,23,0,0.0,2,2.8,4,8,structured,10.3
1,2.0,0,15.0,20.16,8,15,0,0.0,2,2.97,1,9,structured,5.7
0,5.0,2,10.0,21.78,6,5,1,22.0,3,5.1,0,4,structured,21.0
1,3.0,2,11.0,10.59,12,7,1,15.0,1,0.79,4,9,structured,20.8
3,5.0,1,4.0,8.73,13,3,1,9.0,0,0.0,4,6,chaotic,31.8
3,3.0,1,1.0,5.24,15,5,0,0.0,2,3.16,3,9,structured,4.8
1,3.0,0,3.0,5.69,14,18,0,0.0,4,11.97,2,0,structured,17.4
1,1.0,1,7.0,7.98,2,22,0,0.0,1,1.66,2,7,structured,5.3
1,3.0,0,5.0,4.52,13,6,1,11.0,2,2.85,0,9,structured,19.4
1,3.0,0,3.0,6.08,4,0,0,0.0,1,1.83,1,1,structured,4.8
2,8.0,2,0.0,20.75,13,1,0,0.0,3,7.87,1,9,chaotic,12.7
0,2.0,1,11.0,8.84,13,8,0,0.0,4,8.24,0,2,structured,23.7
2,3.0,2,10.0,17.48,5,0,0,0.0,5,15.72,0,4,structured,24.4
3,8.0,1,2.0,16.55,8,13,0,0.0,4,7.76,4,6,structured,45.48142803224736
2,8.0,0,12.0,8.05,12,6,1,30.0,0,0.0,0,0,structured,37.6
2,8.0,1,15.0,15.89,14,17,1,17.0,5,10.44,3,6,chaotic,41.4
2,3.0,0,15.0,17.79,14,1,0,0.0,5,9.98,4,7,chaotic,26.9
1,3.0,1,3.0,16.98,6,16,0,0.0,1,1.27,2,6,structured,40.2
1,2.0,3,6.0,30.35,3,2,1,4.0,2,1.88,1,2,structured,10.0
2,5.0,2,0.0,13.8,15,1,0,0.0,5,6.53,3,1,structured,8.4
0,5.0,2,0.0,22.16,14,7,0,0.0,3,4.55,0,6,structured,9.6
2,2.0,2,13.0,9.5,5,19,0,0.0,1,1.63,4,2,structured,5.9
1,5.0,2,8.0,13.21,10,0,0,0.0,3,3.54,1,1,structured,34.7
1,2.0,1,3.0,16.45,15,37,0,0.0,1,0.62,1,6,chaotic,3.7
1,1.0,2,7.0,17.35,6,1,1,8.0,2,2.22,2,2,chaotic,14.0
3,2.0,1,0.0,16.63,13,16,0,0.0,0,0.0,2,4,structured,2.2
1,3.0,0,13.0,17.5,8,6,0,0.0,4,3.54,4,8,structured,14.1
1,5.0,2,8.0,14.55,15,46,0,0.0,0,0.0,4,6,chaotic,8.9
1,3.0,2,4.0,24.44,7,17,0,0.0,0,0.0,1,2,chaotic,3.1
2,2.0,0,8.0,4.61,4,4,0,0.0,1,1.74,4,2,chaotic,9.3
3,3.0,3,2.0,6.93,15,14,0,0.0,2,3.02,1,9,structured,22.412844555900485
1,2.0,0,4.0,21.39,6,7,0,0.0,5,12.94,3,5,structured,75.2
3,8.0,2,11.0,13.26,5,6,0,0.0,3,6.33,4,4,structured,15.6
1,2.0,3,6.0,7.9,4,6,0,0.0,4,7.95,2,0,chaotic,51.4
2,3.0,1,11.0,17.99,7,12,1,25.0,4,8.12,1,3,structured,88.3
0,1.0,3,3.0,26.38,13,20,0,0.0,3,3.9,1,0,chaotic,6.1
1,3.0,2,10.0,16.15,6,2,0,0.0,0,0.0,4,3,chaotic,6.1
2,8.0,2,8.0,36.12,5,4,0,0.0,2,3.19,1,3,chaotic,6.6
2,8.0,3,0.0,4.0,8,1,0,0.0,4,5.49,0,1,structured,24.3
1,3.0,1,5.0,5.0,9,8,0,0.0,3,4.4,3,0,chaotic,10.0
2,13.0,1,4.0,3.15,13,5,0,0.0,2,4.0,4,9,structured,26.3
3,5.0,1,9.0,9.41,4,6,0,0.0,2,3.71,3,4,chaotic,14.2
1,5.0,1,7.0,4.93,6,13,0,0.0,0,0.0,1,5,structured,9.1
2,5.0,1,7.0,11.39,11,3,1,22.0,5,5.63,2,3,structured,38.4
2,3.0,0,2.0,22.35,8,2,0,0.0,1,1.78,1,4,chaotic,5.3
1,5.0,1,14.0,2.25,12,0,0,0.0,1,1.08,4,4,structured,14.1
3,5.0,2,11.0,14.0,8,10,0,0.0,1,0.77,2,1,chaotic,5.4
1,3.0,3,10.0,26.86,3,37,1,16.0,1,1.42,0,0,chaotic,49.3
2,3.0,3,8.0,17.5,14,15,0,0.0,2,4.8,0,3,structured,4.4
1,2.0,0,10.0,10.34,11,11,0,0.0,1,1.41,2,4,chaotic,4.3
1,5.0,1,3.0,1.58,3,7,0,0.0,3,5.85,2,9,structured,13.6
2,3.0,1,7.0,3.79,4,9,0,0.0,4,11.11,3,1,structured,15.9
2,1.0,0,4.0,24.8,6,6,0,0.0,0,0.0,2,1,chaotic,8.4
3,3.0,1,4.0,4.71,15,0,0,0.0,3,5.6,4,4,structured,8.5
3,5.0,1,10.0,11.63,6,2,0,0.0,0,0.0,3,9,chaotic,5.7
1,5.0,3,5.0,8.99,14,17,0,0.0,4,9.25,1,1,structured,13.1
1,3.0,0,11.0,20.61,8,33,0,0.0,2,3.33,4,5,chaotic,8.1
1,8.0,2,8.0,7.38,4,26,0,0.0,2,4.39,1,6,chaotic,13.6
1,3.0,2,15.0,17.68,3,2,0,0.0,1,1.37,3,9,structured,4.0
1,2.0,2,3.0,3.82,6,39,0,0.0,2,3.45,2,1,structured,6.7
3,3.0,0,15.0,19.2,5,8,0,0.0,2,3.03,2,4,structured,6.4
2,3.0,0,2.0,17.08,10,1,0,0.0,1,0.58,3,0,chaotic,3.8
0,3.0,3,8.0,21.72,15,7,0,0.0,5,9.77,1,3,structured,9.1
1,1.0,0,5.0,20.84,13,8,0,0.0,4,3.43,1,9,structured,6.4
2,3.0,0,12.0,18.16,6,4,0,0.0,1,1.42,0,6,structured,5.0
1,5.0,3,2.0,16.82,15,4,0,0.0,2,2.1,2,6,structured,60.1
1,3.0,2,4.0,18.74,15,4,0,0.0,4,3.15,4,6,structured,7.8
1,1.0,2,3.0,14.98,7,0,0,0.0,0,0.0,0,7,chaotic,2.0
1,3.0,0,14.0,12.89,8,15,0,0.0,1,0.99,3,1,structured,6.5
1,3.0,1,8.0,12.38,8,10,0,0.0,1,1.48,4,0,chaotic,13.9
2,8.0,2,2.0,7.02,7,9,0,0.0,0,0.0,3,6,structured,4.6
1,3.0,1,12.0,5.34,4,5,0,0.0,0,0.0,0,6,structured,10.2
2,1.0,0,4.0,17.21,14,0,0,0.0,3,2.09,1,4,structured,5.0
2,3.0,0,3.0,24.65,6,13,0,0.0,3,7.09,1,5,chaotic,10.2
3,3.0,1,7.0,9.29,3,5,0,0.0,4,6.43,0,0,structured,12.9
1,3.0,0,12.0,18.69,15,0,0,0.0,2,2.17,2,9,structured,8.9
1,3.0,2,13.0,3.94,3,33,1,8.0,1,1.61,2,1,structured,11.3
1,3.0,0,0.0,24.53,15,16,0,0.0,2,4.15,0,6,chaotic,7.3
1,3.0,0,14.0,26.29,3,16,0,0.0,5,13.93,4,3,structured,25.1
1,2.0,3,15.0,15.65,7,1,0,0.0,1,1.65,4,2,chaotic,10.8
2,2.0,3,5.0,21.64,9,9,0,0.0,5,6.31,0,0,chaotic,16.9
1,2.0,1,8.0,28.46,5,4,0,0.0,0,0.0,3,1,structured,3.6
0,2.0,3,6.0,12.2,10,19,1,14.0,4,5.25,3,7,chaotic,21.5
1,3.0,0,7.0,22.9,10,2,0,0.0,0,0.0,3,2,chaotic,4.1
2,13.0,1,10.0,9.3,14,15,1,20.0,5,7.2,3,6,structured,44.9
3,3.0,0,10.0,18.15,7,44,0,0.0,2,2.04,1,6,structured,8.1
2,8.0,1,7.0,6.78,14,4,0,0.0,1,1.37,0,1,chaotic,15.9
2,3.0,2,7.0,5.93,12,6,0,0.0,3,5.95,1,4,structured,10.4
2,8.0,2,7.0,5.83,13,22,0,0.0,2,3.99,3,4,structured,11.2
2,1.0,0,6.0,7.43,10,12,0,0.0,0,0.0,0,9,structured,3.3
1,3.0,1,1.0,8.22,4,13,0,0.0,4,7.33,3,8,structured,13.5
2,3.0,3,5.0,2.5,11,18,0,0.0,0,0.0,0,7,structured,9.5
2,3.0,1,11.0,22.52,12,3,0,0.0,4,6.36,0,3,chaotic,17.6
1,3.0,0,15.0,4.46,7,21,0,0.0,0,0.0,2,1,structured,4.5
2,5.0,1,13.0,4.71,10,16,0,0.0,5,5.0,1,2,structured,15.7
1,2.0,1,13.0,1.98,10,2,0,0.0,3,3.83,2,9,structured,9.4
2,3.0,1,12.0,3.94,10,12,0,0.0,0,0.0,1,3,structured,5.7
0,3.0,1,8.0,24.69,11,7,0,0.0,1,0.75,3,7,structured,16.4
2,3.0,1,10.0,16.15,11,7,0,0.0,1,1.81,0,1,chaotic,7.3
3,5.0,1,13.0,19.55,11,0,0,0.0,2,3.84,2,0,chaotic,9.4
1,5.0,1,3.0,17.07,6,4,0,0.0,5,5.29,3,4,structured,15.4
1,3.0,0,2.0,10.27,11,2,0,0.0,1,0.8,4,9,structured,4.0
0,3.0,0,4.0,18.15,4,14,0,0.0,3,2.41,3,8,structured,6.8
0,3.0,1,8.0,4.72,14,10,0,0.0,4,10.82,2,6,structured,17.6
3,2.0,2,12.0,6.32,13,20,1,17.0,4,5.14,3,1,structured,34.0
1,3.0,2,7.0,12.51,5,17,0,0.0,1,1.95,2,3,chaotic,6.3
1,2.0,0,15.0,12.07,3,6,0,0.0,0,0.0,0,2,structured,4.5
1,5.0,1,5.0,16.95,4,20,0,0.0,1,0.87,1,0,structured,14.2
3,3.0,1,8.0,6.69,11,2,0,0.0,3,7.88,0,1,structured,17.7
1,1.0,1,14.0,19.42,2,5,0,0.0,4,6.24,3,8,structured,69.1
2,2.0,1,2.0,10.13,3,7,0,0.0,3,4.17,0,0,structured,9.3
1,2.0,3,13.0,16.74,11,18,0,0.0,5,15.1,4,2,chaotic,37.0
0,3.0,0,2.0,15.59,8,10,0,0.0,3,5.8,0,3,structured,9.5
2,5.0,1,14.0,1.91,6,2,0,0.0,3,6.37,4,4,structured,15.3
0,3.0,1,5.0,19.25,5,4,0,0.0,0,0.0,4,8,structured,7.0
2,5.0,1,10.0,4.8,9,0,0,0.0,0,0.0,0,9,chaotic,9.2
1,8.0,0,11.0,5.19,6,20,1,8.0,5,13.46,1,9,chaotic,74.6
2,5.0,1,6.0,18.12,3,13,0,0.0,4,4.58,0,7,structured,11.5
2,2.0,0,8.0,15.43,8,9,0,0.0,4,12.01,4,0,structured,17.9
2,3.0,2,12.0,4.95,14,6,1,18.0,2,4.19,4,5,structured,32.0
0,3.0,1,14.0,18.55,9,14,0,0.0,0,0.0,2,7,structured,7.3
2,3.0,1,1.0,18.4,10,19,0,0.0,4,9.4,2,3,structured,9.3
3,3.0,3,7.0,6.43,6,3,0,0.0,0,0.0,3,8,chaotic,10.2
1,2.0,2,13.0,5.66,3,24,0,0.0,3,6.78,3,6,structured,12.8
1,3.0,1,8.0,19.29,12,6,0,0.0,2,4.18,2,6,structured,11.2
2,13.0,3,0.0,7.52,7,10,1,23.0,3,2.96,4,6,structured,41.1
1,3.0,2,2.0,17.55,3,4,0,0.0,0,0.0,4,2,chaotic,4.9
2,3.0,0,13.0,3.31,6,10,0,0.0,2,3.63,0,2,structured,6.8
2,5.0,1,6.0,13.93,2,78,1,30.0,2,3.84,4,0,structured,55.1
0,3.0,1,11.0,16.63,14,7,0,0.0,1,0.6,0,8,structured,4.5
2,13.0,1,14.0,5.89,15,1,0,0.0,3,4.75,4,8,structured,59.7
2,5.0,3,1.0,8.54,14,2,0,0.0,2,3.0,3,1,chaotic,12.3
1,3.0,1,7.0,12.78,13,9,1,4.0,2,3.75,2,1,structured,9.2
3,13.0,0,2.0,8.51,13,8,0,0.0,0,0.0,3,2,chaotic,13.9
1,3.0,1,13.0,19.63,8,2,1,28.0,1,1.04,1,6,chaotic,156.5623233402322
1,2.0,2,7.0,23.93,7,0,1,25.0,4,5.01,2,1,structured,43.4
2,5.0,1,14.0,5.27,3,2,0,0.0,4,11.3,1,0,chaotic,46.2
1,2.0,0,4.0,20.89,15,1,0,0.0,0,0.0,4,6,structured,3.7
2,5.0,1,8.0,4.18,2,1,0,0.0,1,1.23,4,0,structured,9.9
0,13.0,1,13.0,2.24,5,1,0,0.0,4,4.33,3,0,chaotic,58.2
1,2.0,0,8.0,4.57,8,36,0,0.0,1,0.55,1,0,chaotic,4.6
0,2.0,1,3.0,18.3,11,25,0,0.0,4,9.35,0,9,structured,14.0
2,3.0,0,11.0,20.51,15,1,0,0.0,5,6.07,0,9,structured,13.6
2,3.0,1,8.0,16.54,9,20,0,0.0,3,5.73,0,6,structured,12.1
2,5.0,0,0.0,22.1,13,26,0,0.0,2,3.54,1,4,structured,7.4
3,8.0,0,4.0,17.18,8,6,0,0.0,4,11.91,4,9,chaotic,18.5
2,5.0,1,12.0,6.71,15,41,0,0.0,4,6.95,3,0,structured,25.5
2,3.0,0,2.0,6.18,4,2,0,0.0,2,1.51,4,1,structured,5.8
2,2.0,0,5.0,20.49,7,3,0,0.0,5,9.65,1,4,structured,14.7
3,5.0,1,4.0,9.28,5,15,0,0.0,2,1.72,1,2,chaotic,29.945162009083077
2,5.0,0,11.0,1.0,5,8,1,24.0,2,3.15,2,4,structured,37.3
3,8.0,0,13.0,7.32,13,16,0,0.0,3,5.08,1,7,structured,15.6
1,3.0,1,12.0,23.21,11,22,0,0.0,5,9.58,4,0,structured,34.8
1,5.0,1,11.0,17.82,11,0,0,0.0,3,7.04,0,8,chaotic,12.6
2,3.0,1,1.0,10.36,3,7,0,0.0,5,8.58,3,8,chaotic,108.3
1,3.0,3,14.0,13.25,15,33,1,0.0,2,4.04,0,2,chaotic,231.54858805148126
1,3.0,1,2.0,18.9,15,9,0,0.0,2,4.12,3,8,chaotic,14.2
3,8.0,1,6.0,20.9,11,1,0,0.0,0,0.0,1,7,structured,3.4
1,8.0,3,13.0,23.02,7,0,0,0.0,4,5.9,3,2,structured,23.6
1,2.0,1,3.0,7.84,2,4,0,0.0,3,2.21,4,8,structured,7.5
1,3.0,2,3.0,3.26,8,3,0,0.0,2,4.11,1,9,structured,7.0
1,2.0,1,0.0,25.14,3,11,0,0.0,0,0.0,0,3,structured,2.9
2,8.0,1,5.0,6.03,11,9,0,0.0,3,3.03,2,7,structured,15.6
3,13.0,3,7.0,4.24,12,52,0,0.0,2,1.81,0,3,structured,14.9
3,3.0,0,7.0,21.79,3,3,0,0.0,2,4.07,4,5,structured,13.1
2,3.0,3,0.0,10.94,5,5,0,0.0,0,0.0,4,4,chaotic,8.6
2,3.0,1,8.0,15.5,11,2,0,0.0,3,7.07,4,0,structured,95.2
1,5.0,1,8.0,6.82,5,22,1,25.0,2,2.05,0,7,structured,54.9
3,5.0,1,3.0,1.56,13,2,0,0.0,4,7.42,4,0,chaotic,18.7
1,8.0,0,9.0,16.18,7,16,0,0.0,2,1.93,0,3,chaotic,15.0
1,2.0,0,0.0,19.1,11,10,1,10.0,0,0.0,0,6,structured,12.9
3,8.0,3,2.0,2.94,12,1,0,0.0,3,5.71,2,1,structured,8.4
3,3.0,1,8.0,12.67,10,5,0,0.0,3,7.42,2,2,structured,14.8
1,1.0,2,8.0,20.34,10,14,0,0.0,3,5.79,1,5,structured,7.2
2,3.0,0,14.0,4.33,10,18,0,0.0,0,0.0,3,3,structured,4.9
1,3.0,0,9.0,4.59,4,7,1,26.0,4,8.06,2,0,chaotic,52.0
1,1.0,1,8.0,2.47,6,4,0,0.0,3,3.18,4,5,chaotic,8.6
1,5.0,0,11.0,3.74,14,15,1,12.0,5,10.33,2,5,structured,40.6
